text,Sexism,Women,Homophobia,Homossexuals,Lesbians,Body,Fat.people,Fat.women,Ugly.people,Ugly.women,Racism
"@CusquicesFufas Um twitter sobre as ""fufas"" do porto. Realmente há demasiado tempo livre. Que tal varrer um chão e lavar uma loiça?",0,0,1,1,1,0,0,0,0,0,0
Status: pegando o Uber mais clichê da vida ca sapatão ouvindo Ana Carolina.,0,0,1,1,1,0,0,0,0,0,0
"Voltei do hospital agora,fui ver um tio que tá gay. Ele tá melhor,já tá pegando nos peito da enfermeira",0,0,1,1,0,0,0,0,0,0,0
Tou a ver um filme de fufas aaaaa,0,0,1,1,1,0,0,0,0,0,0
"RT @kordeidoI: 6- emily fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
só se fode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emaya era lindo sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria sapatão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merece bem mais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ela toma tanto no cu que as vezes eu acho qu _",0,0,1,1,1,0,0,0,0,0,0
isto realmente eh uma grande rede de fufas,0,0,1,1,1,0,0,0,0,0,0
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,0,0,1,1,1,0,0,0,0,0,0
"@anapaularsstt sapatao tinha q ser né,meu sonho bjar a callie,agora sou arizona já posso realizá-lo",0,0,1,1,1,0,0,0,0,0,0
"@shitsokey seguiu-me esse e um de ""fufas do porto"" ontem e eu só pensei que fosse uma brincadeira mas não,levam essa merda a sério",0,0,1,1,1,0,0,0,0,0,0
"*numa conversa normal sobre uma amiga minha*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mae: ""mas tu só te dás com fufas e bis porquê?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
://",0,0,1,1,1,0,0,0,0,0,0
Várias sapatão linda aqui na escola kero,0,0,1,1,1,0,0,0,0,0,0
"RT @alcoolinda: teresa: quero ir ao quintal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toda a gente excepto eu: *ignores*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teresa: é um sitio de fufas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toda a gente: BORA!1!!!!",0,0,1,1,1,0,0,0,0,0,0
"@ruandismo não,só me chama de sapatão as vezes",0,0,1,1,1,0,0,0,0,0,0
"No futebol,#HQEH é atacante. Acha meio-de-campo coisa de veado.",1,0,1,1,0,0,0,0,0,0,0
@_NandaSilva_ bom dia sapatao da minha vida,0,0,1,1,1,0,0,0,0,0,0
hoje eu to so a rihanna na era sapatao,0,0,1,1,1,0,0,0,0,0,0
@bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao,1,1,1,1,1,0,0,0,0,0,1
"Que mundinho pequeno esse de Sapatao ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a gente descola cada fita da namoradinha dos outro",0,0,1,1,1,0,0,0,0,0,0
"RT @vascof87: @carol_moura13 @RitaBranco02 opa,que fufas tratem se",0,0,1,1,1,0,0,0,0,0,0
as fufas celebram o dia da mulher?,0,0,1,1,1,0,0,0,0,0,0
O mundo das sapatao é mais ligado do que eu imaginava,0,0,1,1,1,0,0,0,0,0,0
RT @quencassandra: fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ,0,0,1,1,1,0,0,0,0,0,0
"@zurcju seguir no tt é facíl,apresentar as amigas sapatão ngm quer kkkkkk",0,0,1,1,1,0,0,0,0,0,0
minha sala só tem sapatao,0,0,1,1,1,0,0,0,0,0,0
Minha sala só sapatao e viado,0,0,1,1,1,0,0,0,0,0,0
Até às fufas que dizem ser homens pq gostam do mesmo que eles SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia ,1,1,1,1,1,0,0,0,0,0,0
As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH,0,0,1,1,1,0,0,0,0,0,0
sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.,0,0,1,1,1,0,0,0,0,0,0
"@idcgus se ela fosse sapatao eu te ajudava,amigo... mas ela ate namora um mlk",0,0,1,1,1,0,0,0,0,0,0
RT @pffilipini: sapatão ô raça,0,0,1,1,1,0,0,0,0,0,0
"Vida de sapatão:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar a amiguinha hétero que não sabe que você é apaixonada por ela!",0,0,1,1,1,0,0,0,0,0,0
RT @nuchyg99: Mundo de fufas não é mesmo para mim,0,0,1,1,1,0,0,0,0,0,0
Deus ta vendo vcs acordando cedo só pra torcer pra casal de sapatão burras #vipdirecto,0,0,1,1,1,0,0,0,0,0,0
Escutando músicas sapatão,0,0,1,1,1,0,0,0,0,0,0
a sapatão mais linda do mundo vai me dar um livro hoje rs,0,0,1,1,1,0,0,0,0,0,0
"RT @JhullyMelo79: gnt,eu n sou sapatao,esse viado q me chama assim kkk",0,0,1,1,1,0,0,0,0,0,0
"@MagnoMaltaOfc  Por favor senador,recorra ao projeto que aprovou o ""casamento gay""O senhor é o único que pode recorrer,tem coragem.",0,0,1,1,0,0,0,0,0,0,0
Queria saber pq todo mundo acha que eu sou sapatão,0,0,1,1,1,0,0,0,0,0,0
RT @adrism16: td dia o msm post no ldrv perguntando cade as sapatao,0,0,1,1,1,0,0,0,0,0,0
"@gosteitha não se vira sapatão,apenas se descobre aksjakajhs",0,0,1,1,1,0,0,0,0,0,0
"RT @whoztyles: 30- Ana Carolina,42 Anos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rainha das sapatão,uma voz é uma voz,uma coisa linda dessas https://t.co/CqaiHAxnEs",0,0,1,1,1,0,0,0,0,0,0
RT @joaomhenrique: João Braga esclarece que houve uma troca de envelopes e que afinal adora pretos e paneleiros.,0,0,1,1,0,0,0,0,0,0,1
"RT @Mozzein_: - e as namoradinhas?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- então tia... https://t.co/huId17fbpk",0,0,1,1,1,0,0,0,0,0,0
"Dizer que cu não reproduz pra social media do @TwitterMediaBR é ser homofóbico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gayzada ta com o cu ardendo de pisc _ https://t.co/92x3hN2vt9",0,0,1,1,0,0,0,0,0,0,0
@killercookie77 eu vejo sapatao fazendo isso e fico meu amor acho q JA CHEGA DE INTERNET POR HOJE PRA VC https://t.co/PdUGX4MB8Q,0,0,1,1,1,0,0,0,0,0,0
"Odeio sapatão por isso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não desapega de ex nunka",0,0,1,1,1,0,0,0,0,0,0
@vt_008 sinto cheiro de sapatao riririri,0,0,1,1,1,0,0,0,0,0,0
descobri q sou sapatao mesmo,0,0,1,1,1,0,0,0,0,0,0
Raiane sapatão fld dá mh bunda KKKKKKKKK,0,0,1,1,1,0,0,0,0,0,0
Cristãos maltratam gays e mimimi @PastorMalafaia @felipeneto @Estadao @otmar03 @InesBolsonaro @misscaviar _ https://t.co/OmRQhp8bI8,0,0,1,1,0,0,0,0,0,0,0
E ela é sapatão,0,0,1,1,1,0,0,0,0,0,0
"@Crl_Lais  sapatão linda,mt maneira",0,0,1,1,1,0,0,0,0,0,0
Sapatao é tudo apegada é?????,0,0,1,1,1,0,0,0,0,0,0
RT @beckttx: @paolabuzzone por isso eu sou sapatao. super indico.,0,0,1,1,1,0,0,0,0,0,0
"aos mariquinhas que passam o dia twittando,eu voltei.",0,0,1,1,0,0,0,0,0,0,0
RT @DilanRules: só não percebo o orgulho destas fufas https://t.co/PQbszZq7iG,0,0,1,1,1,0,0,0,0,0,0
RT @minahetero: #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta,0,0,1,1,0,0,0,0,0,0,0
"porque é que todas as fufas qd são mais novas dizem ser ""bi""?",0,0,1,1,1,0,0,0,0,0,0
Saudades exército de fufas revoltadas com esta sociedade machista e CIS a atacarem as pessoas,0,0,1,1,1,0,0,0,0,0,0
"@HelderRocha16 @ChagaLuccas caso de um não,eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..",0,0,1,1,0,0,0,0,0,0,0
Bom dia pras sapatão,0,0,1,1,1,0,0,0,0,0,0
Os cara fica me expondo no trabalho. Me chamando de sapatao. Mereço.,0,0,1,1,1,0,0,0,0,0,0
"Quis me chamar de sapatão?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logo eu,que peguei tua irmã ",0,0,1,1,1,0,0,0,0,0,0
A intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. Depois são _ https://t.co/qva99FyYk9,0,0,1,1,0,0,0,0,0,0,0
"Bom dia,sapatão! ",0,0,1,1,1,0,0,0,0,0,0
"RT @EricksonEriie: @Curate_Angola não sei,nunca vi o desenho em questão,porém se é para idades que não podem ver beijo gay também não pod _",0,0,1,1,0,0,0,0,0,0,0
@EditoraHumanas @caiocoimbra @catracalivre e ainda chamou os amigo bicha da catracadaportras pra ajuda-lo,0,0,1,1,0,0,0,0,0,0,0
"homenagear torturador? pode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chamar outro deputado de viado boiola queima rosca? claro que pode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuspir no mito? NUNCA",0,0,1,1,0,0,0,0,0,0,0
@filhadolula eu lutei mas ai ela raspou a cabeça e ta mto sapatão isso ta acabando cmg...........,1,1,1,1,1,0,0,0,0,0,0
"RT @editorahumanas: Seu pai não te trata mal por vc ser gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seu pai te trata mal pq vc tá desempregado com 30 anos dançando pop no quarto c _",0,0,1,1,0,0,0,0,0,0,0
RT @melborba95: isto realmente eh uma grande rede de fufas,0,0,1,1,1,0,0,0,0,0,0
"Não tem problema nenhum o cara usar saia,mas por favor,não fale q é coisa d homem hétero,brasileiro,não indígena.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quem usa saia é viado!",1,0,1,1,0,0,0,0,0,0,0
"Essa hora só tem puta e viado online,exceto eu",0,0,1,1,0,0,0,0,0,0,0
nao tem como a anavitoria morena nao ser sapatao GENTE,0,0,1,1,1,0,0,0,0,0,0
Quando você tem dúvida se hj vai sair de sapatao trevosa ou hetero mocinha @milla_canazar @brendadsbf https://t.co/ExyLcXoCjX,0,0,1,1,1,0,0,0,0,0,0
tem sapatão q eh pior q homem qdo recebe um ''não'',1,0,1,1,1,0,0,0,0,0,0
"RT @editorahumanas: Se eu tiver um filho gay,serei duplamente presente pra ele não precisar se expor pra chamar minha atenção",0,0,1,1,0,0,0,0,0,0,0
2 FUFAS CONTRA UM PRETO TODO BACA,0,0,1,1,1,0,0,0,0,0,1
Mundo das fufas tá cada vez mais a ficar mais pequeno,0,0,1,1,1,0,0,0,0,0,0
em glee quando cantaram run the world e eu babei pela heather Morris nitidamente como eu nao sabia que eu era sapatao gente eu tombei,0,0,1,1,1,0,0,0,0,0,0
@Mih_ArmstrongL @otmar03 ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda,0,0,1,1,1,0,0,0,0,0,0
"RT @DjLuizinho22: @JhullyMelo79 não é sapatão mesmo não,eu errei ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E traveco mesmo,mó pirocão que tem ",1,1,1,1,1,0,0,0,0,0,0
@KetsiaSousa meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...,0,0,1,1,0,0,0,0,0,0,0
Kd o moleque viadinho fã da Marta? https://t.co/gNBmQyglK4,0,0,1,1,0,0,0,0,0,0,0
confirmado 100% que aquela @ que eu falei é sapatao,0,0,1,1,1,0,0,0,0,0,0
@joanaccbarbosa @t4keshy sim mas n gosto de fufas.,0,0,1,1,1,0,0,0,0,0,0
Acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando,0,0,1,1,1,0,0,0,0,0,0
@spacelerman @noswse MEU DEUS A PAOLA CURITU MEU TWEET FALANDO QUE EU SOU SAPATAO E IBDICO CO PASAA MAL,0,0,1,1,1,0,0,0,0,0,0
"Fufas decentes hj é o nosso dia,mulheres",0,0,1,1,1,0,0,0,0,0,0
"RT @toquedeveludo: Agora um poema:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu sou sapatão.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E sapatão sempre vou ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pq gosto de pepekas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E a sua eu quero comer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",0,0,1,1,1,0,0,0,0,0,0
"Sapatao nao deveria sentir cólica,muito menos menstruar ",0,0,1,1,1,0,0,0,0,0,0
"teresa: quero ir ao quintal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toda a gente excepto eu: *ignores*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teresa: é um sitio de fufas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toda a gente: BORA!1!!!!",0,0,1,1,1,0,0,0,0,0,0
"Tu e a sardinha parecem fufas meu —_ Somos namuradas,está na cara  https://t.co/3lIZLG1vEa",0,0,1,1,1,0,0,0,0,0,0
wtf um tt sobre boatos das fufas mais conhecidas do Porto está a seguir-me Q MERDA É ESS,0,0,1,1,1,0,0,0,0,0,0
"@anapaularsstt sapatao tinha q ser né,meu sonho bjar a callie,agora sou arizona já posso realizá-lo",0,0,1,1,1,0,0,0,0,0,0
Incrível a facilidade que sapatao tem pra namorar,0,0,1,1,1,0,0,0,0,0,0
RT @brptrcch: vcs podem ter grupos de amigos bons mas nenhum como esse de sapatao https://t.co/qZF6Yyc00B,0,0,1,1,1,0,0,0,0,0,0
O mundo das sapatao é mais ligado do que eu imaginava,0,0,1,1,1,0,0,0,0,0,0
"Sapatão fala ""AAAAAAAAAA"" de alegria,de aleluia kkkkkkkk https://t.co/Wgr9drJ2YK",0,0,1,1,1,0,0,0,0,0,0
"Odeio sapatão por isso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não desapega de ex nunka",0,0,1,1,1,0,0,0,0,0,0
"RT @caralhosafoda: Fufas de merda,atiram-se a tudo o que mexe.",0,0,1,1,1,0,0,0,0,0,0
dps d ontem eu pensei assim q so qro uma sapatao p chamar d meu camiaozino de amor,0,0,1,1,1,0,0,0,0,0,0
"RT @laurensexuals: se vc usa roupas complexas vc é ""sapatão"" ou falam que vc está metido com algo que não presta",0,0,1,1,1,0,0,0,0,0,0
"@fukiingbieber CPS JBE RPRDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caralho porra sapatão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabuti branco educado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rato paraplégico rondoniense doença oval bruto",0,0,1,1,1,0,0,0,0,0,0
RT @TourMicao: as sapatao vao domina o mundo https://t.co/gWVPCBohC6,0,0,1,1,1,0,0,0,0,0,0
RT @girlslkgirls: mulher é tão bom que se na próxima vida eu nascer mulher de novo com certeza vou ser sapatão mais uma vez sem pensar duas _,1,1,1,1,1,0,0,0,0,0,0
RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao,1,1,1,1,1,0,0,0,0,0,0
"[9/3 09:11] jhu : Bom viado mais lindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza ",0,0,1,1,1,0,0,0,0,0,0
confirmado 100% que aquela @ que eu falei é sapatao,0,0,1,1,1,0,0,0,0,0,0
"Como assim existe uma conta que se chama ""fufas do porto"" ???",0,0,1,1,1,0,0,0,0,0,0
Acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando,0,0,1,1,1,0,0,0,0,0,0
ent fufas e pretos quem mais adormeceu?,0,0,1,1,1,0,0,0,0,0,1
Ai vc chega no colegio super cansada do trabalho e curso e encontra o grupinho das sapatao falando de ex. Se uma coisa que sapatao tem é ex.,0,0,1,1,1,0,0,0,0,0,0
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir,0,0,1,1,1,0,0,0,0,0,0
@killercookie77 ela é sapatao? So perguntando pq vou incluir no meu tcc,0,0,1,1,1,0,0,0,0,0,0
"Estava a passar um casal de fufas por nós e a luana só grita ""HA BUE FUFONAS EM ALMADA""",0,0,1,1,1,0,0,0,0,0,0
"RT @bjsapinha: Tem certos problemas que sapatão não precisa se preocupar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _",0,0,1,1,1,0,0,0,0,0,0
"#MinhaDorImporta ""esses furos na orelha é coisa de ""sapatão""""",0,0,1,1,1,0,0,0,0,0,0
@Yasmim_Ramaldes Tô esperando a sapatão fazer,0,0,1,1,1,0,0,0,0,0,0
"Porque normalmente as fufas e os paneleiros são com... —_ Pára de criar estereótipos,isso é horrível https://t.co/E59rr5vJOh",0,0,1,1,1,0,0,0,0,0,0
"""Quem não conheça as fufas que as compre"" foi a melhor frase que disse hoje,fds",0,0,1,1,1,0,0,0,0,0,0
N vou aguentar aquele tanto de sapatão na sala que fica me encarando..,0,0,1,1,1,0,0,0,0,0,0
"Quis me chamar de sapatão?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logo eu,que peguei tua irmã ",0,0,1,1,1,0,0,0,0,0,0
Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo,0,0,1,1,1,0,0,0,0,0,0
"Hoje,bem sapatao pra aula de futebol e futsal",0,0,1,1,1,0,0,0,0,0,0
RT @CusquicesFufas: Fufas trocam alma por pão fofo !,0,0,1,1,1,0,0,0,0,0,0
"RT @toquedeveludo: Agora um poema:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu sou sapatão.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E sapatão sempre vou ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pq gosto de pepekas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E a sua eu quero comer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",0,0,1,1,1,0,0,0,0,0,0
@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless,0,0,1,1,1,0,0,0,0,0,0
"RT @kordeidoI: 6- emily fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
só se fode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emaya era lindo sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria sapatão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merece bem mais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ela toma tanto no cu que as vezes eu acho qu _",0,0,1,1,1,0,0,0,0,0,0
descobri q sou sapatao mesmo,0,0,1,1,1,0,0,0,0,0,0
@HAndreSilva @t4keshy Não há cá fufas.,0,0,1,1,1,0,0,0,0,0,0
isto realmente eh uma grande rede de fufas,0,0,1,1,1,0,0,0,0,0,0
"RT @RhRaysa: [8h06 07/03/2017] Naily: Vai ter cschaçadaaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8h06 07/03/2017] Naily: Várias sapatão",0,0,1,1,1,0,0,0,0,0,0
RT @danversawyer: Quando eu to em dúvida se a mina é sapatao e ela fala que gosta de Anavitoria https://t.co/1TrEFxrypO,0,0,1,1,1,0,0,0,0,0,0
as fufas d lx são tão falsas q dói kkk,0,0,1,1,1,0,0,0,0,0,0
@_NandaSilva_ bom dia sapatao da minha vida,0,0,1,1,1,0,0,0,0,0,0
"@CusquicesFufas Um twitter sobre as ""fufas"" do porto. Realmente há demasiado tempo livre. Que tal varrer um chão e lavar uma loiça?",0,0,1,1,1,0,0,0,0,0,0
@bigsbywo SAPATÃO BABANDO EM CIMA DE MINA HETERO DESPERTA 01 ÚNICO SENTIMENTO: https://t.co/qTA5mX1to7,0,0,1,1,1,0,0,0,0,0,0
pq é q ha fufas em Almeirim e eu nunca soube,0,0,1,1,1,0,0,0,0,0,0
"RT @bentomarcela: o terceiro foi aquele que gabriella não fez nada pq gabriella é SAPATAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puxa o fole fi de rapariga",0,0,1,1,1,0,0,0,0,0,0
pensava q essa cena de n se sentirem minimamente atraídas por raparigas mas no entanto quererem entrar no mundo das fufas já n era moda,0,0,1,1,1,0,0,0,0,0,0
"@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho,mas eu era sapatão demais para prestar atenção hahahah",0,0,1,1,1,0,0,0,0,0,0
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,0,0,1,1,1,0,0,0,0,0,0
"Minha migas do curso de dizem heteras,são casas mas são mais Sapatao do que eu",0,0,1,1,1,0,0,0,0,0,0
@killercookie77 eu vejo sapatao fazendo isso e fico meu amor acho q JA CHEGA DE INTERNET POR HOJE PRA VC https://t.co/PdUGX4MB8Q,0,0,1,1,1,0,0,0,0,0,0
"Vida de sapatão:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar a amiguinha hétero que não sabe que você é apaixonada por ela!",0,0,1,1,1,0,0,0,0,0,0
@beckttx @spacelerman eu pensei q era uma youtuber sapatao,0,0,1,1,1,0,0,0,0,0,0
